id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
7924749,NCU,,,PreservedSpecimen,140a52a3-8380-4388-b0fb-9b271d8a619b,NCU00077228,219373,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Jones, Samuel B.",,s. n.,9/26/59,1959,9,26,269,,,,Old field,,,,,,,,,,,,,,,United States,Alabama,Lee,,Old field near Auburn,,,,32.6011835,-85.3556116,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 14:40,,206,urn:uuid:140a52a3-8380-4388-b0fb-9b271d8a619b,http://sernecportal.org/portal/collections/individual/index.php?occid=7924749
7924752,NCU,,,PreservedSpecimen,03b89729-c114-46cf-b561-955ae15a7158,NCU00077229,379196,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Gregory, J. M.",,164,5/9/69,1969,5,9,129,,,,Old field; common,,,,,,,,,,,,,,,United States,Alabama,Macon,,Tuskegee National Forest south of Auburn.,,,,32.38602298,-85.69260662,,,,,,,,,,,,,,,,en,Philip Straughn,5/26/16 17:31,,206,urn:uuid:03b89729-c114-46cf-b561-955ae15a7158,http://sernecportal.org/portal/collections/individual/index.php?occid=7924752
7924754,NCU,,,PreservedSpecimen,08dcd7d1-948a-4c55-a922-3243829ca0e2,NCU00077230,346605,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Lelong, Michel G.",,3816.1,10/3/67,1967,10,3,276,,,,"Moist, sandy soil",,,,,,,"Cyrilla racemiflora, Ilex coriacea, Ilex glabra, Rhus vernix, red maple.",,,,,,,,United States,Alabama,Mobile,,"Mobile Co., Alabama. N.E. 1/4 of N.E. 1/4 of Section 16; T.4S, R.2W. along southeast bank of Three Mile Creek. University of South Alabama Property, Mobile.",,,,30.79425792,-88.20178987,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 14:50,,206,urn:uuid:08dcd7d1-948a-4c55-a922-3243829ca0e2,http://sernecportal.org/portal/collections/individual/index.php?occid=7924754
7924757,NCU,,,PreservedSpecimen,4d9fdd85-c2a3-4bd5-92d2-0f6459db08a3,NCU00077232,429401,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Deramus, Rebecca",,D817,11/6/65,1965,11,6,310,,11/6/65,,,,Very common,,,,,,,,,,,,,United States,Alabama,Mobile,,South of state lab (AM. R. L.) Roadside area,,,,30.79425792,-88.20178987,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 14:42,,206,urn:uuid:4d9fdd85-c2a3-4bd5-92d2-0f6459db08a3,http://sernecportal.org/portal/collections/individual/index.php?occid=7924757
7924762,NCU,,,PreservedSpecimen,b05dda6f-d773-4666-8d03-5a04b70796a2,NCU00077233,256617,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Jones, Samuel B.",,1730,9/6/63,1963,9,6,249,,,,Open cleared area.,,,,,,,,,,,,,,,United States,Alabama,Sumter,,6 mi. N of York at RR crossing on hwy. 17. Open cleared area.,,,,32.59102899,-88.19879817,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 18:57,,206,urn:uuid:b05dda6f-d773-4666-8d03-5a04b70796a2,http://sernecportal.org/portal/collections/individual/index.php?occid=7924762
7924768,NCU,,,PreservedSpecimen,d5f40a0a-97a4-428b-9722-df32fcae173d,NCU00077500,274677,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Stimson, William R.",,852,8/22/64,1964,8,22,235,,,,,,,,,,,,,,,,,,,United States,Florida,Broward,,Along elevated gravel road in open swamp a mile or so north of Andytown,,,,26.15191486,-80.48856796,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 15:05,,206,urn:uuid:d5f40a0a-97a4-428b-9722-df32fcae173d,http://sernecportal.org/portal/collections/individual/index.php?occid=7924768
7924771,NCU,,,PreservedSpecimen,d4c6bdef-5859-4653-8029-6f0e9ea29fbe,NCU00077601,233925,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Lakela, O.",,24675,9/29/61,1961,9,29,272,,,,"Flat pineland meadow, seasonally dry",,Abundant in conspicuous tufts.,,,,,"Lachnanthes, Eriocaulon",,,,,,,,United States,Florida,Charlotte,,Near Murdock off US 41.,,,,26.90685875,-81.89399418,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 14:57,,206,urn:uuid:d4c6bdef-5859-4653-8029-6f0e9ea29fbe,http://sernecportal.org/portal/collections/individual/index.php?occid=7924771
7924772,NCU,,,PreservedSpecimen,903338cb-bc7d-4ff1-a6cc-511144ad5f51,NCU00077602,419081,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Radford, A. E.","Leonard, S. W.",45654,10/16/69,1969,10,16,289,,,,Pine savannah,,,,,,,,,,,,,,,United States,Florida,Collier,,"near US 41, 4.8 miles north of Bonita Springs.",,,,26.11957426,-81.3392833,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 15:03,,206,urn:uuid:903338cb-bc7d-4ff1-a6cc-511144ad5f51,http://sernecportal.org/portal/collections/individual/index.php?occid=7924772
7924776,NCU,,,PreservedSpecimen,5fca3317-8116-4d6e-b006-720c78d22141,NCU00077604,523420,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Campbell, C. S.",,3731,9/9/77,1977,9,9,252,,,,,,,,,,,,,,,,,,,United States,Florida,Miami Dade,,"Flora of Dade Co., Florida, vacant lot, Homestead",,,,25.6171109,-80.56822009,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 15:00,,206,urn:uuid:5fca3317-8116-4d6e-b006-720c78d22141,http://sernecportal.org/portal/collections/individual/index.php?occid=7924776
7924778,NCU,,,PreservedSpecimen,388b0ce7-6516-4990-9861-9649655aa572,NCU00077605,427276,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Godfrey, R. K.",,72115,9/15/72,1972,9,15,259,,,,Old field,,,,,,,,,,,,,,,United States,Florida,Miami Dade,,"Old field, Homestead.",,,,25.6171109,-80.56822009,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 18:55,,206,urn:uuid:388b0ce7-6516-4990-9861-9649655aa572,http://sernecportal.org/portal/collections/individual/index.php?occid=7924778
7924781,NCU,,,PreservedSpecimen,c344846d-b759-4207-89d6-631b9d07f4af,NCU00077606,182375,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Craighead, F. C.",,12,11/10/59,1959,11,10,314,,,,,,,,,,,,,,,,,,,United States,Florida,Miami Dade,,Flooded glades north of Long Pine Key,,,,25.6171109,-80.56822009,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 18:51,,206,urn:uuid:c344846d-b759-4207-89d6-631b9d07f4af,http://sernecportal.org/portal/collections/individual/index.php?occid=7924781
7924783,NCU,,,PreservedSpecimen,f4761d12-d3e5-49d9-8e23-42e2362bd292,NCU00077608,493083,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Correll, D. S.","Popenoe, John",50100,8/26/78,1978,8,26,238,,,,,,In large clumps,,,,,,,,,,,,,United States,Florida,Miami Dade,,"Deering Estate, Cutler, in moist open area on edge of pinelands.",,,,25.6171109,-80.56822009,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 15:09,,206,urn:uuid:f4761d12-d3e5-49d9-8e23-42e2362bd292,http://sernecportal.org/portal/collections/individual/index.php?occid=7924783
7924787,NCU,,,PreservedSpecimen,237e7fdb-6c65-4303-a5aa-23cc758d924d,NCU00077611,16578,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015-00-00,,Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey,,,,"Curtiss, Allen Hiram",,6078,1897-11-01,1897,11,1,305,,,,Low ground bordering river,,,,,,,,,,,,,,,United States,Florida,Duval,,"near Jacksonville, Florida",,,,30.33021564,-81.6739749,WGS84,41862,,"McCormick, Carol Ann",,GeoLocate,,#NAME?,,,,,,,,en,Philip Straughn,7/19/16 15:07,,206,urn:uuid:237e7fdb-6c65-4303-a5aa-23cc758d924d,http://sernecportal.org/portal/collections/individual/index.php?occid=7924787
7924791,NCU,,,PreservedSpecimen,03274718-dcd0-410f-8f5b-908c887861fd,NCU00077612,293982,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,Florida,Escambia,,,,,,30.70118997,-87.37767989,,,,,,,,,,,,,,,,en,Philip Straughn,7/1/16 13:19,,206,urn:uuid:03274718-dcd0-410f-8f5b-908c887861fd,http://sernecportal.org/portal/collections/individual/index.php?occid=7924791
7924795,NCU,,,PreservedSpecimen,a633028d-da3f-4817-942b-79064418662e,NCU00077613,178078,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Cooley, George R.","Eaton, Richard J.; Ray, Jr., James D.",7078,9/19/59,1959,9,19,262,,,,,,,,,,,,,,,,,,,United States,Florida,Hernando,,"Hernando County, north of Highway 98 in hammock. Section 13, T21S, R18E.",,,,28.55281051,-82.42093518,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 17:42,,206,urn:uuid:a633028d-da3f-4817-942b-79064418662e,http://sernecportal.org/portal/collections/individual/index.php?occid=7924795
7924797,NCU,,,PreservedSpecimen,9720b3fa-864a-4e6c-8027-d4929396259a,NCU00077614,258119,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Perdue, Jr., Robert E.",,1748,9/16/54,1954,9,16,259,,,,Up to 4 feet high.,,,,,,,,,,,,,,,United States,Florida,Hillsborough,,"Hillsboro Co.: old field near highway, Route 41, sandy loam, 6.5 miles north of Ruskin.",,,,27.93055626,-82.3072041,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 15:14,,206,urn:uuid:9720b3fa-864a-4e6c-8027-d4929396259a,http://sernecportal.org/portal/collections/individual/index.php?occid=7924797
7924801,NCU,,,PreservedSpecimen,a7e93db8-d574-4b4c-ac62-3ee1044e6742,NCU00077620,462853,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Godfrey, R. K.",,74115,11/20/74,1974,11,20,324,,,,,,,,,,,,,,,,,,,United States,Florida,Madison,,"Abundant in swale bordering cypress-gum pond, 3 miles W of Greenville.",,,,30.44416899,-83.47000462,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 15:17,,206,urn:uuid:a7e93db8-d574-4b4c-ac62-3ee1044e6742,http://sernecportal.org/portal/collections/individual/index.php?occid=7924801
7924804,NCU,,,PreservedSpecimen,702f1e28-fe88-4f33-b087-f00a25148a34,NCU00077622,258122,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Perdue, Jr., Robert E.",,1788,9/18/54,1954,9,18,261,,,,,,,,,,,,,,,,,,,United States,Florida,Madison,,"Manatee Co.: Anna Maria, in pure sand in open areas among palms.",,,,30.44416899,-83.47000462,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 17:39,,206,urn:uuid:702f1e28-fe88-4f33-b087-f00a25148a34,http://sernecportal.org/portal/collections/individual/index.php?occid=7924804
7924808,NCU,,,PreservedSpecimen,c3fa26ab-1a81-4c71-b3bd-cf10fdc50bdd,NCU00077624,427199,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Godfrey, R. K.",,72126,9/16/72,1972,9,16,260,,,,,,,,,,,,,,,,,,,United States,Florida,Monroe,,"Common at the edges of mangroves along shores, Rockland Key.",,,,,,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 15:20,,206,urn:uuid:c3fa26ab-1a81-4c71-b3bd-cf10fdc50bdd,http://sernecportal.org/portal/collections/individual/index.php?occid=7924808
7924823,NCU,,,PreservedSpecimen,c94a36e3-d444-4185-a394-e7d8acbcd36e,NCU00078843,480472,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Godfrey, R. K.",,74715,10/24/75,1975,10,24,297,,,,,,Very abundant,,,,,,,,,,,,,United States,Florida,Nassau,,"wax myrtle flats, St. Augustine Beach.",,,,30.60951418,-81.80848437,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 17:38,,206,urn:uuid:c94a36e3-d444-4185-a394-e7d8acbcd36e,http://sernecportal.org/portal/collections/individual/index.php?occid=7924823
7924831,NCU,,,PreservedSpecimen,122260dd-1c9e-4b35-bdde-fd81e624a1cb,NCU00077625,296140,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Cassen, Paul M.",,40,10/25/66,1966,10,25,298,,,,,,,,,,,,,,,,,,,United States,Florida,Palm Beach,,Drehev Park.,,,,26.6230049,-80.43291035,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 17:35,,206,urn:uuid:122260dd-1c9e-4b35-bdde-fd81e624a1cb,http://sernecportal.org/portal/collections/individual/index.php?occid=7924831
7924833,NCU,,,PreservedSpecimen,c313965a-6bb6-47a3-9ed8-a06aa938e246,NCU00077626,408805,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Cassen, Paul M.",,455,11/30/68,1968,11,30,335,,,,Growing in wet sand and muck on the edge of a water storage area.,,Frequent,,,,,,,,,,,,,United States,Florida,Palm Beach,,"Around the bend from the Shrine Club, on the north side of Old Okeechobee Road, West Palm Beach.",,,,26.6230049,-80.43291035,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 15:22,,206,urn:uuid:c313965a-6bb6-47a3-9ed8-a06aa938e246,http://sernecportal.org/portal/collections/individual/index.php?occid=7924833
7924835,NCU,,,PreservedSpecimen,25cfd9c0-268b-47c0-962a-a39b35c62761,NCU00077628,423135,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Bell, Ritchie C.",,17357,12/6/62,1962,12,6,340,,,,Cypress swamp and swamp margins,,,,,,,,,,,,,,,United States,Florida,Polk,,Cypress swamp and swamp margins of American Cyanamid Orange Park mine lands ca. 7 miles north of Lakeland to the west of Fla. Hwy. 33.,,,,27.94887707,-81.69775899,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 16:43,,206,urn:uuid:25cfd9c0-268b-47c0-962a-a39b35c62761,http://sernecportal.org/portal/collections/individual/index.php?occid=7924835
7924837,NCU,,,PreservedSpecimen,6243dc26-fbdf-4c08-97dd-b8fe194a3b6e,NCU00077629,194354,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Ward, D. B.","Ward, S. S.",2305,10/18/60,1960,10,18,292,,,,in moist soil between road and railroad.,,1 m. tall; common,,,,,,,,,,,,,United States,Florida,Saint Johns,,"in moist soil between road and railroad, n. side of Hastings, sec. 8, T 9 S, R 28 E, St. Johns County, Florida",,,,29.90131197,-81.44387866,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 16:48,,206,urn:uuid:6243dc26-fbdf-4c08-97dd-b8fe194a3b6e,http://sernecportal.org/portal/collections/individual/index.php?occid=7924837
7924838,NCU,,,PreservedSpecimen,d310096f-c137-4b89-979a-e1590f62e89e,NCU00077630,461804,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Godfrey, R. K.",,74145,11/22/74,1974,11,22,326,,,,Common on banks of marshes,,Plants not glaucous.,,,,,,,,,,,,,United States,Florida,Taylor,,Steinhatchee.,,,,30.04767096,-83.60300797,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 16:45,,206,urn:uuid:d310096f-c137-4b89-979a-e1590f62e89e,http://sernecportal.org/portal/collections/individual/index.php?occid=7924838
7924840,NCU,,,PreservedSpecimen,fe3c021f-7c74-4071-b426-41dff0706917,NCU00077631,106482,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Reese, William D.",,644,10/6/55,1955,10,6,279,,,,,,,,,,,,,,,,,,,United States,Florida,Wakulla,,"On dike,",,,,30.17031212,-84.40264545,,,,,,,,,,,,,,,,en,Philip Straughn,7/1/16 13:19,,206,urn:uuid:fe3c021f-7c74-4071-b426-41dff0706917,http://sernecportal.org/portal/collections/individual/index.php?occid=7924840
7924868,NCU,,,PreservedSpecimen,3d4feb71-5b0c-46a1-868f-f8a7ca767beb,NCU00077634,286820,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Hall, David",,219,10/17/64,1964,10,17,291,,,,sand dune,,Habit: Herb,,,,,,,,,,,,,United States,Georgia,Chatham,,Savannah Beach,,,,32.00993768,-81.14157431,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 16:50,,206,urn:uuid:3d4feb71-5b0c-46a1-868f-f8a7ca767beb,http://sernecportal.org/portal/collections/individual/index.php?occid=7924868
7924872,NCU,,,PreservedSpecimen,e9cb9f1e-89ed-4a55-b9c6-64cefeb94568,NCU00077635,394437,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Faircloth, Wayne R.","Cribbs, Wm. H.",5003,11/18/67,1967,11,18,322,,,,Alluvial bars,,,,,,,,,,,,,,,United States,Georgia,Clinch,,Alluvial bars along the high water level of the Suwannee River in Fargo. COASTAL PLAIN PROVINCE.,,,,30.91507339,-82.70632684,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 17:31,,206,urn:uuid:e9cb9f1e-89ed-4a55-b9c6-64cefeb94568,http://sernecportal.org/portal/collections/individual/index.php?occid=7924872
7924874,NCU,,,PreservedSpecimen,c7601e43-976e-48c7-b06e-b21540e0c913,NCU00077636,104263,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Duncan, Wilbur H.",,20634,10/14/56,1956,10,14,288,,,,Low area between low sandy ridges back of beach dunes.,,Plants to 1.8 meters tall; culms single or in clumps up to 8.,,,,,,,,,,,,,United States,Georgia,McIntosh,,Low area between low sandy ridges back of beach dunes on Sapelo Island.,,,,31.53298214,-81.26461212,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 17:28,,206,urn:uuid:c7601e43-976e-48c7-b06e-b21540e0c913,http://sernecportal.org/portal/collections/individual/index.php?occid=7924874
7924882,NCU,,,PreservedSpecimen,b8932a6e-534d-488c-85af-9762815ee8b5,NCU00077643,450175,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Thomas, R. Dale","Overby, Roselie",32838,10/7/72,1972,10,7,281,,,,,,,,,,,,,,,,,,,United States,Louisiana,Caddo,,"Drainage ditch in cotton fields west of La. 1 south of Shreveport along Millicent Way, Sec. 38, T17N, R13W.",,,,32.57969518,-93.88212497,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 16:55,,206,urn:uuid:b8932a6e-534d-488c-85af-9762815ee8b5,http://sernecportal.org/portal/collections/individual/index.php?occid=7924882
7924884,NCU,,,PreservedSpecimen,6ee68f7c-ff90-468f-ae49-86cc371c9044,NCU00077644,300315,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Thieret, John W.",,9656,10/14/62,1962,10,14,287,,,,,,,,,,,,,,,,,,,United States,Louisiana,Calcasieu,,Along railroad about 2.5 miles ESE of Holmwood.,,,,30.2292142,-93.35794782,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 17:25,,206,urn:uuid:6ee68f7c-ff90-468f-ae49-86cc371c9044,http://sernecportal.org/portal/collections/individual/index.php?occid=7924884
7924886,NCU,,,PreservedSpecimen,591447e9-191e-4c30-919b-7a9c761c8a21,NCU00077645,325522,Plantae,Magnoliophyta,,Poales,Poaceae,Andropogon glomeratus var. pumilus ,14575,(Nash) Nash,Andropogon,glomeratus,var.,pumilus ,"Sorrie, Bruce A.",2015,,"""Synonym = Andropogon glomeratus (Walter) B.S.P. var. pumilus Vasey""",,,,"Rogers, Ken E.","DePoe, C. E.",510,9/25/66,1966,9,25,268,,,,,,,,,,,,,,,,,,,United States,Louisiana,Concordia,,Beside La. 15 near Black Hawk Oil Field,,,,31.44575184,-91.63974306,,,,,,,,,,,,,,,,en,Philip Straughn,5/30/16 17:21,,206,urn:uuid:591447e9-191e-4c30-919b-7a9c761c8a21,http://sernecportal.org/portal/collections/individual/index.php?occid=7924886
