,stateProvince,county,decimalLongitude,decimalLatitude,scientificName
457,Mississippi,Carroll,-89.92016588989999,33.4485091092,Magnolia macrophylla
458,Mississippi,Clarke,-88.6893975028,32.0413766282,Magnolia macrophylla
459,Mississippi,Clarke,-88.6893975028,32.0413766282,Magnolia macrophylla
460,Mississippi,Clarke,-88.6893975028,32.0413766282,Magnolia macrophylla
461,Mississippi,Forrest,-89.2578625361,31.1888556598,Magnolia macrophylla
462,Mississippi,Forrest,-89.2578625361,31.1888556598,Magnolia macrophylla
463,Mississippi,Forrest,-89.2578625361,31.1888556598,Magnolia fraseri
464,Mississippi,Forrest,-89.2578625361,31.1888556598,Magnolia fraseri
465,Mississippi,Forrest,-89.2578625361,31.1888556598,Magnolia fraseri
466,Mississippi,Greene,-88.63915775379999,31.214229067199998,Magnolia macrophylla
467,Mississippi,Greene,-88.63915775379999,31.214229067199998,Magnolia macrophylla
468,Mississippi,Greene,-88.63915775379999,31.214229067199998,Magnolia macrophylla
469,Mississippi,Greene,-88.63915775379999,31.214229067199998,Magnolia fraseri
470,Mississippi,Greene,-88.63915775379999,31.214229067199998,Magnolia fraseri
471,Mississippi,Greene,-88.63915775379999,31.214229067199998,Magnolia fraseri
472,Mississippi,Pearl River,-89.5897741543,30.7686054648,Magnolia macrophylla
473,Mississippi,Pearl River,-89.5897741543,30.7686054648,Magnolia macrophylla
474,Mississippi,Winston,-89.0344239958,33.0884857775,Magnolia macrophylla
475,Mississippi,Winston,-89.0344239958,33.0884857775,Magnolia macrophylla
476,Mississippi,Winston,-89.0344239958,33.0884857775,Magnolia macrophylla
477,Mississippi,Yazoo,-90.3965131211,32.7803581657,Magnolia macrophylla
478,Mississippi,Yazoo,-90.3965131211,32.7803581657,Magnolia macrophylla
479,Mississippi,Yazoo,-90.3965131211,32.7803581657,Magnolia macrophylla
480,Kentucky,Lee,-83.71627206470001,37.5947424184,Magnolia macrophylla
482,Kentucky,Letcher,-82.8553009609,37.1211637527,Magnolia macrophylla
484,Kentucky,Whitley,-84.1451824812,36.7581664355,Magnolia macrophylla
485,Kentucky,Wolfe,-83.4931495675,37.7392572467,Magnolia macrophylla
486,Kentucky,Wolfe,-83.4931495675,37.7392572467,Magnolia macrophylla
487,Kentucky,Wolfe,-83.4931495675,37.7392572467,Magnolia macrophylla
488,Louisiana,Jackson,-92.5577460441,32.3020463648,Magnolia macrophylla
489,Louisiana,Saint Tammany,-89.9401463826,30.448138803200003,Magnolia macrophylla
490,Louisiana,Washington,-90.04053371020001,30.8533508752,Magnolia macrophylla
491,Louisiana,Washington,-90.04053371020001,30.8533508752,Magnolia macrophylla
492,Louisiana,Washington,-90.04053371020001,30.8533508752,Magnolia macrophylla
493,Louisiana,Washington,-90.04053371020001,30.8533508752,Magnolia macrophylla
494,Louisiana,Washington,-90.04053371020001,30.8533508752,Magnolia macrophylla
495,Louisiana,Washington,-90.04053371020001,30.8533508752,Magnolia macrophylla
496,Louisiana,Washington,-90.04053371020001,30.8533508752,Magnolia macrophylla
497,Louisiana,Washington,-90.04053371020001,30.8533508752,Magnolia fraseri
498,Louisiana,Washington,-90.04053371020001,30.8533508752,Magnolia fraseri
499,Tennessee,Campbell,-84.1493195409,36.403566145,Magnolia macrophylla
500,Tennessee,Campbell,-84.1493195409,36.403566145,Magnolia macrophylla
501,Tennessee,Cocke,-83.1211237609,35.925422962199995,Magnolia macrophylla
502,Tennessee,Cocke,-83.1211237609,35.925422962199995,Magnolia macrophylla
503,Tennessee,Cocke,-83.1211237609,35.925422962199995,Magnolia macrophylla
504,Tennessee,Cocke,-83.1211237609,35.925422962199995,Magnolia macrophylla
505,Tennessee,Cocke,-83.1211237609,35.925422962199995,Magnolia macrophylla
506,Tennessee,Cocke,-83.1211237609,35.925422962199995,Magnolia macrophylla
507,Tennessee,Lawrence,-87.3955931773,35.2172832695,Magnolia macrophylla
508,Tennessee,Marion,-85.6220075484,35.1293549306,Magnolia macrophylla
509,Virginia,Campbell,-79.09633977819999,37.2056331542,Magnolia macrophylla
510,Arkansas,Clay,-90.4173011111,36.3684533384,Magnolia macrophylla
511,Arkansas,Union,-92.5972662225,33.1713240983,Magnolia macrophylla
512,Georgia,Harris,-84.90898266159999,32.7360114146,Magnolia macrophylla
513,Georgia,Harris,-84.90898266159999,32.7360114146,Magnolia macrophylla
514,Georgia,Harris,-84.90898266159999,32.7360114146,Magnolia macrophylla
515,Georgia,Harris,-84.90898266159999,32.7360114146,Magnolia macrophylla
516,Georgia,Harris,-84.90898266159999,32.7360114146,Magnolia macrophylla
519,Georgia,Stewart,-84.8351527113,32.078547043200004,Magnolia macrophylla
520,Tennessee,Cumberland,-84.9983441782,35.9503933818,Magnolia macrophylla
523,Alabama,Autauga,-86.6427681791,32.5349416679,Magnolia fraseri
525,Alabama,Hale,-87.6291108936,32.7626895445,Magnolia fraseri
526,Alabama,Hale,-87.6291108936,32.7626895445,Magnolia fraseri
527,Florida,Calhoun,-85.1971986059,30.4060964358,Magnolia fraseri
528,Georgia,Upson,-84.2993466917,32.8812505799,Magnolia fraseri
529,Louisiana,Sabine,-93.5547223301,31.564047575900002,Magnolia fraseri
530,Louisiana,Sabine,-93.5547223301,31.564047575900002,Magnolia fraseri
531,Louisiana,Sabine,-93.5547223301,31.564047575900002,Magnolia fraseri
532,Louisiana,Natchitoches,-93.09628242040002,31.723590914299997,Magnolia fraseri
533,Louisiana,West Feliciana,-91.4200205462,30.8797672506,Magnolia fraseri
534,Mississippi,Jackson,-88.6362270146,30.5459185104,Magnolia fraseri
535,Mississippi,Jackson,-88.6362270146,30.5459185104,Magnolia fraseri
536,Mississippi,Jackson,-88.6362270146,30.5459185104,Magnolia fraseri
539,Mississippi,Stone,-89.11767733040001,30.790001413600002,Magnolia fraseri
540,Mississippi,Stone,-89.11767733040001,30.790001413600002,Magnolia fraseri
541,Mississippi,Wayne,-88.6957859318,31.640796193299998,Magnolia fraseri
